date,bank,tipo,buy,sell
2026-09-11,Scotiabank,Dólar (US) Canales Digitales*,56.1,60
2026-09-11,Scotiabank,Dólar (US) Sucursales,56.1,60
2026-09-11,Banreservas,,56.4,59.9
2026-09-11,Ademi,,57.6,59.8
2026-09-11,Quezada,,58.449999999999996,59.5
