date,time,entidad,compra,venta
2026-06-20,2026-06-20T14:00:49Z,Cambio Extranjero,58.2,
2026-06-20,2026-06-20T14:00:49Z,Asociación Romana,57.65,
2026-06-20,2026-06-20T14:00:49Z,Moneycorps,58,58.75
2026-06-20,2026-06-20T14:00:49Z,Taveras,58,58.75
2026-06-20,2026-06-20T14:00:49Z,RM,58.3,58.849999999999994
2026-06-20,2026-06-20T14:00:49Z,Panora Exchange,58.15,58.9
2026-06-20,2026-06-20T14:00:49Z,Gamelin,58.1,59
2026-06-20,2026-06-20T14:00:49Z,SCT,58,59
2026-06-20,2026-06-20T14:00:49Z,Asociación Cibao de Ahorros y Préstamos,56.9,59.9
2026-06-20,2026-06-20T14:00:49Z,Banco BHD,56.15,59.9
2026-06-20,2026-06-20T14:00:49Z,Banreservas,56.9,59.9
2026-06-20,2026-06-20T14:00:49Z,Motor Crédito,57.949999999999996,59.9
2026-06-20,2026-06-20T14:00:49Z,Banco Lafise,56.5,60
2026-06-20,2026-06-20T14:00:49Z,Bonanza Banco,58,60
2026-06-20,2026-06-20T14:00:49Z,Banco Unión,58,60
2026-06-20,2026-06-20T14:00:49Z,Asociación La Nacional de Ahorros y Préstamos,57,60
2026-06-20,2026-06-20T14:00:49Z,Banesco,57,60
2026-06-20,2026-06-20T14:00:49Z,Banco Caribe,57,60
2026-06-20,2026-06-20T14:00:49Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-06-20,2026-06-20T14:00:49Z,Abonap,56.92,60.05
2026-06-20,2026-06-20T14:00:49Z,Asociación Peravia de Ahorros y Préstamos,56.949999999999996,60.55
