date,time,entidad,compra,venta
2026-06-05,2026-06-05T13:03:41Z,Cambio Extranjero,58.2,
2026-06-05,2026-06-05T13:03:41Z,Asociación Romana,57.15,
2026-06-05,2026-06-05T13:03:41Z,Moneycorps,58,58.7
2026-06-05,2026-06-05T13:03:41Z,Taveras,58,58.7
2026-06-05,2026-06-05T13:03:41Z,Panora Exchange,58,58.75
2026-06-05,2026-06-05T13:03:41Z,Gamelin,58,58.849999999999994
2026-06-05,2026-06-05T13:03:41Z,SCT,58,59
2026-06-05,2026-06-05T13:03:41Z,RM,58.2,59
2026-06-05,2026-06-05T13:03:41Z,Asociación Peravia de Ahorros y Préstamos,56.6,59.5
2026-06-05,2026-06-05T13:03:41Z,Banco Unión,57,59.75
2026-06-05,2026-06-05T13:03:41Z,Motor Crédito,57.849999999999994,59.75
2026-06-05,2026-06-05T13:03:41Z,Abonap,56.71,59.93
2026-06-05,2026-06-05T13:03:41Z,Asociación Cibao de Ahorros y Préstamos,57,60
2026-06-05,2026-06-05T13:03:41Z,Banco Lafise,56.5,60
2026-06-05,2026-06-05T13:03:41Z,Bonanza Banco,57.5,60
2026-06-05,2026-06-05T13:03:41Z,Banreservas,56.5,60
2026-06-05,2026-06-05T13:03:41Z,Banesco,57,60
2026-06-05,2026-06-05T13:03:41Z,Banco Caribe,57,60
2026-06-05,2026-06-05T13:03:41Z,Asociación La Nacional de Ahorros y Préstamos,57,60
2026-06-05,2026-06-05T13:03:41Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-06-05,2026-06-05T13:03:41Z,Banco BHD,56.7,60.2
