date,time,entidad,compra,venta
2026-06-08,2026-06-08T15:50:47Z,Cambio Extranjero,58.2,
2026-06-08,2026-06-08T15:50:47Z,Asociación Romana,57.15,
2026-06-08,2026-06-08T15:50:47Z,Taveras,58.2,58.8
2026-06-08,2026-06-08T15:50:47Z,Moneycorps,58.15,58.849999999999994
2026-06-08,2026-06-08T15:50:47Z,RM,58.2,59
2026-06-08,2026-06-08T15:50:47Z,Gamelin,58.15,59.1
2026-06-08,2026-06-08T15:50:47Z,SCT,58.1,59.2
2026-06-08,2026-06-08T15:50:47Z,Panora Exchange,58.25,59.3
2026-06-08,2026-06-08T15:50:47Z,Asociación Peravia de Ahorros y Préstamos,56.6,59.5
2026-06-08,2026-06-08T15:50:47Z,Banco Unión,57.25,59.7
2026-06-08,2026-06-08T15:50:47Z,Motor Crédito,57.849999999999994,59.75
2026-06-08,2026-06-08T15:50:47Z,Asociación La Nacional de Ahorros y Préstamos,57,60
2026-06-08,2026-06-08T15:50:47Z,Asociación Cibao de Ahorros y Préstamos,57,60
2026-06-08,2026-06-08T15:50:47Z,Banco Lafise,56.5,60
2026-06-08,2026-06-08T15:50:47Z,Bonanza Banco,57.5,60
2026-06-08,2026-06-08T15:50:47Z,Banreservas,56.5,60
2026-06-08,2026-06-08T15:50:47Z,Banesco,57,60
2026-06-08,2026-06-08T15:50:47Z,Banco Caribe,57,60
2026-06-08,2026-06-08T15:50:47Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-06-08,2026-06-08T15:50:47Z,Abonap,56.93,60.05
2026-06-08,2026-06-08T15:50:47Z,Banco BHD,56.7,60.2
