date,time,entidad,compra,venta
2026-08-12,2026-08-12T10:57:30Z,Cambio Extranjero,58.2,
2026-08-12,2026-08-12T10:57:30Z,Asociación Romana,57.5,
2026-08-12,2026-08-12T10:57:30Z,Panora Exchange,58.1,58.6
2026-08-12,2026-08-12T10:57:30Z,Taveras,58.3,58.6
2026-08-12,2026-08-12T10:57:30Z,RM,58.3,58.6
2026-08-12,2026-08-12T10:57:30Z,Moneycorps,58.1,58.65
2026-08-12,2026-08-12T10:57:30Z,SCT,58.2,58.7
2026-08-12,2026-08-12T10:57:30Z,Gamelin,58,58.8
2026-08-12,2026-08-12T10:57:30Z,Banco Unión,57.5,59.5
2026-08-12,2026-08-12T10:57:30Z,Motor Crédito,57.8,59.5
2026-08-12,2026-08-12T10:57:30Z,Banco BHD,55.9,59.7
2026-08-12,2026-08-12T10:57:30Z,Banco Lafise,56.5,59.8
2026-08-12,2026-08-12T10:57:30Z,Asociación Cibao de Ahorros y Préstamos,56.8,59.8
2026-08-12,2026-08-12T10:57:30Z,Asociación La Nacional de Ahorros y Préstamos,56.8,59.8
2026-08-12,2026-08-12T10:57:30Z,Bonanza Banco,57.8,59.8
2026-08-12,2026-08-12T10:57:30Z,Banreservas,56.4,59.9
2026-08-12,2026-08-12T10:57:30Z,Banesco,56.5,59.9
