date,time,entidad,compra,venta
2026-09-02,2026-09-02T13:45:16Z,Cambio Extranjero,58.2,
2026-09-02,2026-09-02T13:45:16Z,Asociación Romana,57.6,
2026-09-02,2026-09-02T13:45:16Z,RM,58.5,59
2026-09-02,2026-09-02T13:45:16Z,Taveras,58.4,59
2026-09-02,2026-09-02T13:45:16Z,Gamelin,58.25,59
2026-09-02,2026-09-02T13:45:16Z,Moneycorps,58.25,59
2026-09-02,2026-09-02T13:45:16Z,SCT,58.5,59.2
2026-09-02,2026-09-02T13:45:16Z,Panora Exchange,58.4,59.2
2026-09-02,2026-09-02T13:45:16Z,Banco Unión,57.849999999999994,59.75
2026-09-02,2026-09-02T13:45:16Z,Banco BHD,56,59.8
2026-09-02,2026-09-02T13:45:16Z,Bonanza Banco,57.8,59.8
2026-09-02,2026-09-02T13:45:16Z,Motor Crédito,57.9,59.8
2026-09-02,2026-09-02T13:45:16Z,Banreservas,56.4,59.9
2026-09-02,2026-09-02T13:45:16Z,Banesco,56.5,59.9
2026-09-02,2026-09-02T13:45:16Z,Asociación Cibao de Ahorros y Préstamos,57.5,59.9
2026-09-02,2026-09-02T13:45:16Z,Asociación La Nacional de Ahorros y Préstamos,57,59.9
2026-09-02,2026-09-02T13:45:16Z,Asociación Peravia de Ahorros y Préstamos,56.2,59.9
2026-09-02,2026-09-02T13:45:16Z,Banco Lafise,56.6,60
