date,time,entidad,compra,venta
2026-08-01,2026-08-01T11:13:34Z,Cambio Extranjero,58,
2026-08-01,2026-08-01T11:13:34Z,Asociación Romana,57.3,
2026-08-01,2026-08-01T11:13:34Z,Taveras,58,58.6
2026-08-01,2026-08-01T11:13:34Z,Panora Exchange,58.05,58.6
2026-08-01,2026-08-01T11:13:34Z,RM,58.25,58.6
2026-08-01,2026-08-01T11:13:34Z,Moneycorps,58.1,58.78
2026-08-01,2026-08-01T11:13:34Z,SCT,58.2,58.8
2026-08-01,2026-08-01T11:13:34Z,Gamelin,58,58.8
2026-08-01,2026-08-01T11:13:34Z,Banco Unión,57.5,59.5
2026-08-01,2026-08-01T11:13:34Z,Asociación La Nacional de Ahorros y Préstamos,56.6,59.5
2026-08-01,2026-08-01T11:13:34Z,Asociación Cibao de Ahorros y Préstamos,56.5,59.5
2026-08-01,2026-08-01T11:13:34Z,Motor Crédito,57.8,59.5
2026-08-01,2026-08-01T11:13:34Z,Banco BHD,56,59.8
2026-08-01,2026-08-01T11:13:34Z,Bonanza Banco,57.8,59.8
2026-08-01,2026-08-01T11:13:34Z,Banreservas,56.5,60
2026-08-01,2026-08-01T11:13:34Z,Banco Lafise,56.7,60
2026-08-01,2026-08-01T11:13:34Z,Banesco,56.8,60
2026-08-01,2026-08-01T11:13:34Z,Asociación Peravia de Ahorros y Préstamos,56.1,60.25
