date,time,entidad,compra,venta
2026-05-16,2026-05-16T13:20:58Z,Cambio Extranjero,58.9,
2026-05-16,2026-05-16T13:20:58Z,Asociación Romana,58.6,
2026-05-16,2026-05-16T13:20:58Z,Panora Exchange,58.6,59.5
2026-05-16,2026-05-16T13:20:58Z,Moneycorps,58.5,59.6
2026-05-16,2026-05-16T13:20:58Z,RM,59,59.7
2026-05-16,2026-05-16T13:20:58Z,Taveras,59,59.8
2026-05-16,2026-05-16T13:20:58Z,Gamelin,59,60
2026-05-16,2026-05-16T13:20:58Z,SCT,58.8,60
2026-05-16,2026-05-16T13:20:58Z,Motor Crédito,58.65,60.5
2026-05-16,2026-05-16T13:20:58Z,Banco BHD,57.1,60.8
2026-05-16,2026-05-16T13:20:58Z,Asociación Cibao de Ahorros y Préstamos,57.8,60.8
2026-05-16,2026-05-16T13:20:58Z,Banco Lafise,57.3,60.8
2026-05-16,2026-05-16T13:20:58Z,Bonanza Banco,58.5,60.8
2026-05-16,2026-05-16T13:20:58Z,Banreservas,57.8,60.8
2026-05-16,2026-05-16T13:20:58Z,Banco Caribe,58,60.8
2026-05-16,2026-05-16T13:20:58Z,Abonap,57.809999999999995,60.839999999999996
2026-05-16,2026-05-16T13:20:58Z,Banco Unión,58.5,61
2026-05-16,2026-05-16T13:20:58Z,Banesco,58,61
2026-05-16,2026-05-16T13:20:58Z,Asociación Peravia de Ahorros y Préstamos,58,61
2026-05-16,2026-05-16T13:20:58Z,Asociación La Nacional de Ahorros y Préstamos,58,61
2026-05-16,2026-05-16T13:20:58Z,Asociación Popular de Ahorros y Préstamos,57.75,61
