date,time,entidad,compra,venta
2026-04-25,2026-04-25T13:03:06Z,Asociación Romana,58.6,
2026-04-25,2026-04-25T13:03:06Z,Taveras,59,59.75
2026-04-25,2026-04-25T13:03:06Z,Moneycorps,59,59.75
2026-04-25,2026-04-25T13:03:06Z,Cambio Extranjero,59.1,59.8
2026-04-25,2026-04-25T13:03:06Z,RM,59,59.849999999999994
2026-04-25,2026-04-25T13:03:06Z,Gamelin,59,59.9
2026-04-25,2026-04-25T13:03:06Z,Panora Exchange,59,60
2026-04-25,2026-04-25T13:03:06Z,SCT,59.3,60.3
2026-04-25,2026-04-25T13:03:06Z,Motor Crédito,58.65,60.5
2026-04-25,2026-04-25T13:03:06Z,Asociación Cibao de Ahorros y Préstamos,58,61
2026-04-25,2026-04-25T13:03:06Z,Bonanza Banco,58.5,61
2026-04-25,2026-04-25T13:03:06Z,Banreservas,58,61
2026-04-25,2026-04-25T13:03:06Z,Asociación La Nacional de Ahorros y Préstamos,58,61
2026-04-25,2026-04-25T13:03:06Z,Banco Caribe,58.5,61.25
2026-04-25,2026-04-25T13:03:06Z,Banco BHD,57.7,61.4
2026-04-25,2026-04-25T13:03:06Z,Banesco,58,61.4
2026-04-25,2026-04-25T13:03:06Z,Asociación Popular de Ahorros y Préstamos,57.75,61.4
2026-04-25,2026-04-25T13:03:06Z,Banco Unión,58.5,61.5
2026-04-25,2026-04-25T13:03:06Z,Abonap,58.41,61.59
2026-04-25,2026-04-25T13:03:06Z,Banco Lafise,58.2,61.7
2026-04-25,2026-04-25T13:03:06Z,Asociación Peravia de Ahorros y Préstamos,58.4,61.9
