date,time,entidad,compra,venta
2026-05-31,2026-05-31T13:44:12Z,Cambio Extranjero,58.1,
2026-05-31,2026-05-31T13:44:12Z,Asociación Romana,57.3,
2026-05-31,2026-05-31T13:44:12Z,Moneycorps,58,58.9
2026-05-31,2026-05-31T13:44:12Z,RM,58.1,59
2026-05-31,2026-05-31T13:44:12Z,SCT,57.8,59
2026-05-31,2026-05-31T13:44:12Z,Gamelin,58,59
2026-05-31,2026-05-31T13:44:12Z,Panora Exchange,58,59.1
2026-05-31,2026-05-31T13:44:12Z,Taveras,58.5,59.3
2026-05-31,2026-05-31T13:44:12Z,Asociación Cibao de Ahorros y Préstamos,56.5,59.5
2026-05-31,2026-05-31T13:44:12Z,Banco Unión,57,59.75
2026-05-31,2026-05-31T13:44:12Z,Motor Crédito,57.849999999999994,59.75
2026-05-31,2026-05-31T13:44:12Z,Abonap,56.78,59.99
2026-05-31,2026-05-31T13:44:12Z,Banco Lafise,56.5,60
2026-05-31,2026-05-31T13:44:12Z,Bonanza Banco,57.5,60
2026-05-31,2026-05-31T13:44:12Z,Banreservas,56.5,60
2026-05-31,2026-05-31T13:44:12Z,Asociación La Nacional de Ahorros y Préstamos,57,60
2026-05-31,2026-05-31T13:44:12Z,Banesco,57,60
2026-05-31,2026-05-31T13:44:12Z,Banco Caribe,57,60
2026-05-31,2026-05-31T13:44:12Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-05-31,2026-05-31T13:44:12Z,Banco BHD,56.7,60.2
2026-05-31,2026-05-31T13:44:12Z,Asociación Peravia de Ahorros y Préstamos,57,60.5
