date,time,entidad,compra,venta
2026-09-16,2026-09-16T13:43:21Z,Asociación Romana,57.949999999999996,
2026-09-16,2026-09-16T13:43:21Z,Moneycorps,58.5,59.25
2026-09-16,2026-09-16T13:43:21Z,Panora Exchange,58.5,59.25
2026-09-16,2026-09-16T13:43:21Z,RM,58.7,59.3
2026-09-16,2026-09-16T13:43:21Z,Cambio Extranjero,58.75,59.3
2026-09-16,2026-09-16T13:43:21Z,SCT,58.6,59.3
2026-09-16,2026-09-16T13:43:21Z,Gamelin,58.5,59.349999999999994
2026-09-16,2026-09-16T13:43:21Z,Taveras,59,59.5
2026-09-16,2026-09-16T13:43:21Z,Bonanza Banco,58.1,59.8
2026-09-16,2026-09-16T13:43:21Z,Motor Crédito,57.9,59.8
2026-09-16,2026-09-16T13:43:21Z,Banco BHD,56,59.9
2026-09-16,2026-09-16T13:43:21Z,Banreservas,56.4,59.9
2026-09-16,2026-09-16T13:43:21Z,Asociación La Nacional de Ahorros y Préstamos,57,59.9
2026-09-16,2026-09-16T13:43:21Z,Banco Lafise,56.6,59.9
2026-09-16,2026-09-16T13:43:21Z,Asociación Cibao de Ahorros y Préstamos,57.9,59.9
2026-09-16,2026-09-16T13:43:21Z,Banesco,56.5,59.9
2026-09-16,2026-09-16T13:43:21Z,Asociación Peravia de Ahorros y Préstamos,56.2,59.9
