date,time,entidad,compra,venta
2026-09-04,2026-09-04T13:40:27Z,Cambio Extranjero,58.6,
2026-09-04,2026-09-04T13:40:27Z,Asociación Romana,57.8,
2026-09-04,2026-09-04T13:40:27Z,Taveras,58.5,59.3
2026-09-04,2026-09-04T13:40:27Z,Moneycorps,58.7,59.4
2026-09-04,2026-09-04T13:40:27Z,Gamelin,58.8,59.4
2026-09-04,2026-09-04T13:40:27Z,RM,58.8,59.5
2026-09-04,2026-09-04T13:40:27Z,Panora Exchange,58.6,59.55
2026-09-04,2026-09-04T13:40:27Z,SCT,59,59.7
2026-09-04,2026-09-04T13:40:27Z,Banco BHD,56,59.8
2026-09-04,2026-09-04T13:40:27Z,Bonanza Banco,58.1,59.8
2026-09-04,2026-09-04T13:40:27Z,Motor Crédito,57.9,59.8
2026-09-04,2026-09-04T13:40:27Z,Banreservas,56.4,59.9
2026-09-04,2026-09-04T13:40:27Z,Asociación La Nacional de Ahorros y Préstamos,57,59.9
2026-09-04,2026-09-04T13:40:27Z,Asociación Cibao de Ahorros y Préstamos,57.9,59.9
2026-09-04,2026-09-04T13:40:27Z,Banesco,56.5,59.9
2026-09-04,2026-09-04T13:40:27Z,Asociación Peravia de Ahorros y Préstamos,56.2,59.9
2026-09-04,2026-09-04T13:40:27Z,Banco Lafise,56.6,60
