date,time,entidad,compra,venta
2026-06-26,2026-06-26T13:39:44Z,Cambio Extranjero,59,
2026-06-26,2026-06-26T13:39:44Z,Asociación Romana,57.65,
2026-06-26,2026-06-26T13:39:44Z,Moneycorps,59.25,60
2026-06-26,2026-06-26T13:39:44Z,Panora Exchange,59.5,60.1
2026-06-26,2026-06-26T13:39:44Z,Abonap,57.01,60.14
2026-06-26,2026-06-26T13:39:44Z,Gamelin,59,60.15
2026-06-26,2026-06-26T13:39:44Z,Motor Crédito,58.55,60.15
2026-06-26,2026-06-26T13:39:44Z,Banco Caribe,58.25,60.25
2026-06-26,2026-06-26T13:39:44Z,Taveras,59.5,60.5
2026-06-26,2026-06-26T13:39:44Z,SCT,59.5,60.5
2026-06-26,2026-06-26T13:39:44Z,RM,59.5,60.5
2026-06-26,2026-06-26T13:39:44Z,Banco Lafise,57.5,60.5
2026-06-26,2026-06-26T13:39:44Z,Bonanza Banco,58.7,60.5
2026-06-26,2026-06-26T13:39:44Z,Banreservas,57.5,60.5
2026-06-26,2026-06-26T13:39:44Z,Banesco,57,60.5
2026-06-26,2026-06-26T13:39:44Z,Asociación Popular de Ahorros y Préstamos,57.5,60.5
2026-06-26,2026-06-26T13:39:44Z,Asociación Peravia de Ahorros y Préstamos,56.949999999999996,60.55
2026-06-26,2026-06-26T13:39:44Z,Banco Unión,58.5,60.75
2026-06-26,2026-06-26T13:39:44Z,Banco BHD,57.05,60.8
2026-06-26,2026-06-26T13:39:44Z,Asociación Cibao de Ahorros y Préstamos,59,60.9
2026-06-26,2026-06-26T13:39:44Z,Asociación La Nacional de Ahorros y Préstamos,59,60.9
