date,time,entidad,compra,venta
2026-09-07,2026-09-07T15:24:40Z,Cambio Extranjero,58.6,
2026-09-07,2026-09-07T15:24:40Z,Asociación Romana,57.8,
2026-09-07,2026-09-07T15:24:40Z,Moneycorps,58.5,59.15
2026-09-07,2026-09-07T15:24:40Z,Panora Exchange,58.5,59.15
2026-09-07,2026-09-07T15:24:40Z,RM,58.7,59.2
2026-09-07,2026-09-07T15:24:40Z,Taveras,58.5,59.3
2026-09-07,2026-09-07T15:24:40Z,Gamelin,58.5,59.3
2026-09-07,2026-09-07T15:24:40Z,SCT,58.6,59.4
2026-09-07,2026-09-07T15:24:40Z,Banco BHD,56,59.8
2026-09-07,2026-09-07T15:24:40Z,Bonanza Banco,58.1,59.8
2026-09-07,2026-09-07T15:24:40Z,Motor Crédito,57.9,59.8
2026-09-07,2026-09-07T15:24:40Z,Banreservas,56.4,59.9
2026-09-07,2026-09-07T15:24:40Z,Banesco,56.5,59.9
2026-09-07,2026-09-07T15:24:40Z,Asociación Cibao de Ahorros y Préstamos,57.9,59.9
2026-09-07,2026-09-07T15:24:40Z,Asociación Peravia de Ahorros y Préstamos,56.2,59.9
2026-09-07,2026-09-07T15:24:40Z,Asociación La Nacional de Ahorros y Préstamos,57,59.9
2026-09-07,2026-09-07T15:24:40Z,Banco Lafise,56.6,60
