date,time,entidad,compra,venta
2026-09-08,2026-09-08T13:26:37Z,Cambio Extranjero,58.4,
2026-09-08,2026-09-08T13:26:37Z,Asociación Romana,57.9,
2026-09-08,2026-09-08T13:26:37Z,Moneycorps,58.5,59.15
2026-09-08,2026-09-08T13:26:37Z,Taveras,58.5,59.15
2026-09-08,2026-09-08T13:26:37Z,Panora Exchange,58.5,59.15
2026-09-08,2026-09-08T13:26:37Z,RM,58.7,59.2
2026-09-08,2026-09-08T13:26:37Z,Gamelin,58.5,59.3
2026-09-08,2026-09-08T13:26:37Z,SCT,58.5,59.4
2026-09-08,2026-09-08T13:26:37Z,Banco BHD,56,59.8
2026-09-08,2026-09-08T13:26:37Z,Bonanza Banco,58.1,59.8
2026-09-08,2026-09-08T13:26:37Z,Motor Crédito,57.9,59.8
2026-09-08,2026-09-08T13:26:37Z,Banreservas,56.4,59.9
2026-09-08,2026-09-08T13:26:37Z,Banesco,56.5,59.9
2026-09-08,2026-09-08T13:26:37Z,Asociación Cibao de Ahorros y Préstamos,57.9,59.9
2026-09-08,2026-09-08T13:26:37Z,Asociación Peravia de Ahorros y Préstamos,56.2,59.9
2026-09-08,2026-09-08T13:26:37Z,Asociación La Nacional de Ahorros y Préstamos,57,59.9
2026-09-08,2026-09-08T13:26:37Z,Banco Lafise,56.6,60
