date,time,entidad,compra,venta
2026-08-22,2026-08-22T12:19:59Z,Cambio Extranjero,58,
2026-08-22,2026-08-22T12:19:59Z,Asociación Romana,57.8,
2026-08-22,2026-08-22T12:19:59Z,Panora Exchange,57.849999999999994,58.55
2026-08-22,2026-08-22T12:19:59Z,Moneycorps,57.849999999999994,58.8
2026-08-22,2026-08-22T12:19:59Z,SCT,58,58.8
2026-08-22,2026-08-22T12:19:59Z,RM,58.7,59.05
2026-08-22,2026-08-22T12:19:59Z,Taveras,58.5,59.15
2026-08-22,2026-08-22T12:19:59Z,Gamelin,58,59.15
2026-08-22,2026-08-22T12:19:59Z,Banco Unión,57.5,59.7
2026-08-22,2026-08-22T12:19:59Z,Asociación La Nacional de Ahorros y Préstamos,56.7,59.7
2026-08-22,2026-08-22T12:19:59Z,Banco BHD,56,59.8
2026-08-22,2026-08-22T12:19:59Z,Asociación Cibao de Ahorros y Préstamos,56.5,59.8
2026-08-22,2026-08-22T12:19:59Z,Bonanza Banco,57.8,59.8
2026-08-22,2026-08-22T12:19:59Z,Motor Crédito,57.9,59.8
2026-08-22,2026-08-22T12:19:59Z,Banreservas,56.4,59.9
2026-08-22,2026-08-22T12:19:59Z,Banesco,56.5,59.9
2026-08-22,2026-08-22T12:19:59Z,Banco Lafise,56.6,60
