date,time,entidad,compra,venta
2026-04-27,2026-04-27T13:40:19Z,Asociación Romana,58.6,
2026-04-27,2026-04-27T13:40:19Z,Moneycorps,59,59.75
2026-04-27,2026-04-27T13:40:19Z,Taveras,59,59.75
2026-04-27,2026-04-27T13:40:19Z,Cambio Extranjero,59.1,59.8
2026-04-27,2026-04-27T13:40:19Z,RM,59,59.849999999999994
2026-04-27,2026-04-27T13:40:19Z,Gamelin,59,59.9
2026-04-27,2026-04-27T13:40:19Z,Panora Exchange,59,60
2026-04-27,2026-04-27T13:40:19Z,SCT,59.3,60.3
2026-04-27,2026-04-27T13:40:19Z,Motor Crédito,58.65,60.5
2026-04-27,2026-04-27T13:40:19Z,Asociación Cibao de Ahorros y Préstamos,58,61
2026-04-27,2026-04-27T13:40:19Z,Bonanza Banco,58.5,61
2026-04-27,2026-04-27T13:40:19Z,Banreservas,58,61
2026-04-27,2026-04-27T13:40:19Z,Asociación La Nacional de Ahorros y Préstamos,58,61
2026-04-27,2026-04-27T13:40:19Z,Banco Caribe,58.5,61.25
2026-04-27,2026-04-27T13:40:19Z,Abonap,57.97,61.28
2026-04-27,2026-04-27T13:40:19Z,Banco BHD,57.7,61.4
2026-04-27,2026-04-27T13:40:19Z,Banesco,58,61.4
2026-04-27,2026-04-27T13:40:19Z,Asociación Popular de Ahorros y Préstamos,57.75,61.4
2026-04-27,2026-04-27T13:40:19Z,Banco Unión,58.5,61.5
2026-04-27,2026-04-27T13:40:19Z,Banco Lafise,58.2,61.7
2026-04-27,2026-04-27T13:40:19Z,Asociación Peravia de Ahorros y Préstamos,58.4,61.9
